es_ID;Study_no;author;title;date;research_group;source;species_latin;species_eng;geographic_location;model_species_0_wild_1_lab;tip_label;sex;age;pollution_type;measured_part_oryginal;measured_part;colour_type;HSB;UV_VIS_UV_VIS_other;method;carotenoids_type;colour_comment;study_type;raw_or_model;n;ES_physic;ES_biol
332;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;crown;feathers;carotenoid-based;saturation;VIS;spectro;NA;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;126;-0.10232;-0.10232
333;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;crown;feathers;carotenoid-based;hue;VIS;spectro;NA;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;125;0.1054;-0.1054
334;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;breast;feathers;carotenoid-based;brightness;VIS;spectro;NA;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;126;-0.2079;-0.2079
335;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;breast;feathers;carotenoid-based;saturation;VIS;spectro;NA;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;126;-0.03814;-0.03814
336;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;breast;feathers;carotenoid-based;hue;VIS;spectro;NA;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;128;0.076;-0.076
337;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;belly;feathers;carotenoid-based;brightness;VIS;spectro;NA;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;125;-0.22817;-0.22817
338;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;belly;feathers;carotenoid-based;saturation;VIS;spectro;NA;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;125;-0.1306;-0.1306
339;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;belly;feathers;carotenoid-based;hue;VIS;spectro;NA;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;125;0.15883;-0.15883
340;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;rump;feathers;carotenoid-based;brightness;VIS;spectro;NA;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;124;-0.02929;-0.02929
341;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;rump;feathers;carotenoid-based;saturation;VIS;spectro;NA;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;124;-0.10694;-0.10694
342;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;rump;feathers;carotenoid-based;hue;VIS;spectro;NA;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;124;0.112765375;-0.112765375
343;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;"Virginia; USA";0;Icterus_pustulatus;M/F;AD;heavy_metals;bib;bare part;melanin-based;brightness;UV-VIS;spectro;NA;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;121;-0.01751;0.01751
344;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;"Virginia; USA";0;Icterus_pustulatus;M/F;AD;heavy_metals;bib;bare part;melanin-based;other;other;other;NA;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;94;NA;-0.07545
345;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;"Virginia; USA";0;Icterus_pustulatus;M/F;AD;heavy_metals;ventral surface of the tail;feathers;melanin-based;brightness;UV-VIS;spectro;NA;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;117;0.180257;-0.180257
346;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;"Virginia; USA";0;Icterus_pustulatus;M/F;AD;heavy_metals;dorsal surface of the tail;feathers;melanin-based;brightness;UV-VIS;spectro;NA;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;119;-0.22584;0.22584
347;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;"Virginia; USA";0;Icterus_pustulatus;M/F;AD;heavy_metals;mantle;feathers;melanin-based;other;other;other;NA;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;109;NA;-0.03754
348;52;Arnold et al.;Ornamental Plumage Coloration Interacts with Habitat Urbanization to Predict Problem-Solving in the House Finch Carpodacus mexicanus;2021;McGraw Lab;new2023;Carpodacus mexicanus;house finch;"Phoenix, Arizona; USA";0;Carpodacus_mexicanus;M;AD;urbanisation;breast;feathers;carotenoid-based;hue;UV-VIS;spectro;converted;"""Converted""";O;raw;82;0.503889879;-0.503889879
349;53;Smith et al.;Long-term changes of plumage between urban and rural populations of white-crowned sparrows (Zonotrichia leucophrys);2021;Sánchez-González Lab;new2023;Zonotrichia leucophrys;white-crowned sparrow;"Virginia; USA";0;Zonotrichia_leucophrys;M/F;AD;urbanisation;dorsal region;feathers;melanin-based;brightness;VIS;photo;NA;;O;raw;47;NA;-0.040687337
350;53;Smith et al.;Long-term changes of plumage between urban and rural populations of white-crowned sparrows (Zonotrichia leucophrys);2021;Sánchez-González Lab;new2023;Zonotrichia leucophrys;white-crowned sparrow;Australia;0;Zonotrichia_leucophrys;M/F;AD;urbanisation;dorsal region;feathers;melanin-based;other;VIS;photo;NA;;O;raw;47;NA;-0.008147168
351;53;Smith et al.;Long-term changes of plumage between urban and rural populations of white-crowned sparrows (Zonotrichia leucophrys);2021;Sánchez-González Lab;new2023;Zonotrichia leucophrys;white-crowned sparrow;Australia;0;Zonotrichia_leucophrys;M/F;AD;urbanisation;dorsal region;feathers;melanin-based;brightness;VIS;photo;NA;;O;raw;47;NA;0.043719671
352;53;Smith et al.;Long-term changes of plumage between urban and rural populations of white-crowned sparrows (Zonotrichia leucophrys);2021;Sánchez-González Lab;new2023;Zonotrichia leucophrys;white-crowned sparrow;Australia;0;Zonotrichia_leucophrys;M/F;AD;urbanisation;crown;feathers;structural;brightness;VIS;photo;NA;;O;raw;32;NA;-0.208486656
353;53;Smith et al.;Long-term changes of plumage between urban and rural populations of white-crowned sparrows (Zonotrichia leucophrys);2021;Costantini Lab;new2023;Zonotrichia leucophrys;white-crowned sparrow;"Phoenix, Arizona; USA";0;Zonotrichia_leucophrys;M/F;AD;urbanisation;crown;feathers;melanin-based;brightness;VIS;photo;NA;;O;raw;32;NA;0.030878532
354;54;Lopez-Antia et al.;Imidacloprid-treated seed ingestion has lethal effect on adult partridges and reduces both breeding investment and offspring immunity;2015;Mateo Lab;new2023;Alectoris rufa;red-leggedpartridge;CiudadReal,Spain;1;Alectoris_rufa;M/F;AD;persistent_organic_pollutants;eye ring;bare part;carotenoid-based;saturation;VIS;spectro;converted;;E;raw;51;-0.110840049;-0.110840049
355;55;Isaksson et al.;Oxidative stress does not influence carotenoid mobilization and plumage pigmentation;2008;Andersson Lab;new2023;Parus major;great tit;Goteborg, Sweden;1;Parus_major;M/F;JUV;persistent_organic_pollutants;breast;feathers;carotenoid-based;saturation;UV-VIS;spectro;dietary;"""Dietary""";E;raw;41;0.213070495;0.213070495
356;56;Galvan et al.;Individual quality via sensitivity to cysteine availability in a melanin-based honest signaling system;2017;Costantini Lab;new2023;Passer domesticus;house sparrow;Morelos, Guerrero, and Oaxaca in Mexico;1;Passer_domesticus;M;AD;persistent_organic_pollutants;bib;feathers;melanin-based;other;other;other;NA;;E;raw;32;NA;-0.01023765
360;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Costantini Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero, and Oaxaca in Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;violet under-eye spot;feathers;structural;brightness;UV-VIS;spectro;NA;;O;model;37;0.080409;0.080409
357;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Costantini Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero, and Oaxaca in Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;violet under-eye spot;feathers;structural;hue;UV-VIS;spectro;NA;;O;model;37;0.32226;0.32226
358;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Costantini Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero, and Oaxaca in Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;violet under-eye spot;feathers;structural;saturation;UV-VIS;spectro;NA;;O;model;37;0.372287;0.372287
363;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Costantini Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero, and Oaxaca in Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;green body plumage (breast, belly, back);feathers;structural;brightness;UV-VIS;spectro;NA;;O;model;41;-0.38646;-0.38646
359;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Costantini Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero, and Oaxaca in Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;green body plumage (breast, belly, back);feathers;structural;hue;UV-VIS;spectro;NA;;O;model;41;0.14657;0.14657
360;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Costantini Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero, and Oaxaca in Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;green body plumage (breast, belly, back);feathers;structural;saturation;UV-VIS;spectro;NA;;O;model;41;0.025143;0.025143
366;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Costantini Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero, and Oaxaca in Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;tail;feathers;structural;brightness;UV-VIS;spectro;NA;;O;model;34;-0.19286;-0.19286
361;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Costantini Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero, and Oaxaca in Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;tail;feathers;structural;hue;UV-VIS;spectro;NA;;O;model;34;0.06234;0.06234
362;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Costantini Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero, and Oaxaca in Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;tail;feathers;structural;saturation;UV-VIS;spectro;NA;;O;model;34;0.041322;0.041322
369;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Costantini Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero, and Oaxaca in Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;crown;feathers;melanin-based;brightness;UV-VIS;spectro;NA;;O;model;40;-0.21209;0.21209
363;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Costantini Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero, and Oaxaca in Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;black-eye streak;feathers;melanin-based;brightness;UV-VIS;spectro;NA;;O;model;41;-0.399370194;0.399370194
371;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;bill;bare part;carotenoid-based;brightness;UV-VIS;spectro;dietary;;O;model;50;-0.074708241;-0.074708241
372;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;bill;bare part;carotenoid-based;saturation;UV-VIS;spectro;dietary;;O;model;50;-0.05196;-0.05196
364;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;bill;bare part;carotenoid-based;hue;UV-VIS;spectro;dietary;;O;model;50;0.06427568;0.06427568
374;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;gape;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;O;model;50;-0.008013373;-0.008013373
375;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;gape;bare part;carotenoid-based;saturation;UV-VIS;spectro;converted;;O;model;50;-0.064254353;-0.064254353
365;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;gape;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;O;model;50;-0.10447556;-0.10447556
377;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;tongue;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;O;model;50;-0.111470308;-0.111470308
378;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;tongue;bare part;carotenoid-based;saturation;UV-VIS;spectro;converted;;O;model;50;-0.076227554;-0.076227554
366;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;tongue;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;O;model;50;-0.153827888;-0.153827888
380;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;brightness;UV-VIS;spectro;dietary;;O;model;50;0.465580305;0.465580305
381;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;saturation;UV-VIS;spectro;dietary;;O;model;50;-0.40496;-0.40496
367;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;hue;UV-VIS;spectro;dietary;;O;model;50;0.1717152;-0.1717152
383;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;O;model;50;0.383016195;0.383016195
384;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;saturation;UV-VIS;spectro;converted;;O;model;50;0.089654061;0.089654061
368;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;O;model;50;-0.020709635;0.020709635
386;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;O;model;50;0.253779814;0.253779814
387;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;saturation;UV-VIS;spectro;converted;;O;model;50;-0.159688578;-0.159688578
369;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;O;model;50;0.067603823;-0.067603823
389;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;brightness;UV-VIS;spectro;dietary;;O;model;50;0.4269433;0.4269433
390;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;saturation;UV-VIS;spectro;dietary;;O;model;50;-0.41238;-0.41238
370;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;hue;UV-VIS;spectro;dietary;;O;model;50;0.182867292;-0.182867292
392;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;O;model;50;0.25132676;0.25132676
393;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;saturation;UV-VIS;spectro;converted;;O;model;50;0.079271315;0.079271315
371;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;O;model;50;-0.083664758;0.083664758
395;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;O;model;50;0.123582689;0.123582689
396;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;saturation;UV-VIS;spectro;converted;;O;model;50;-0.197911663;-0.197911663
372;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;tongue;bare part;carotenoid-based;hue;UV-VIS;spectro;converted;;O;model;50;0.121128749;-0.121128749
398;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;brightness;UV-VIS;spectro;dietary;;O;model;50;0.40337579;0.40337579
399;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;saturation;UV-VIS;spectro;dietary;;O;model;50;-0.3544;-0.3544
373;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;hue;UV-VIS;spectro;dietary;;O;model;50;0.019648145;-0.019648145
401;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare part;carotenoid-based;brightness;UV-VIS;spectro;converted;;O;model;50;0.285605067;0.285605067
